Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration Date,Spot
AAPL230224C00131000,2023-01-27 12:02PM EST,131.0,16.13,14.8,16.2,2.08,+14.80%,2,61,39.98%,3,145.92999267578125
AAPL230224C00132000,2023-01-27 3:48PM EST,132.0,15.75,14.2,15.35,3.27,+26.20%,1,129,39.65%,3,145.92999267578125
AAPL230224C00133000,2023-01-27 2:27PM EST,133.0,15.1,14.1,14.45,2.88,+23.57%,320,659,38.67%,3,145.92999267578125
AAPL230224C00134000,2023-01-27 3:57PM EST,134.0,13.6,12.45,13.65,2.6,+23.64%,18,229,38.55%,3,145.92999267578125
AAPL230224C00135000,2023-01-27 3:58PM EST,135.0,12.6,12.4,12.8,1.65,+15.07%,727,1384,37.82%,3,145.92999267578125
AAPL230224C00136000,2023-01-27 3:55PM EST,136.0,12.15,10.8,12.0,2.15,+21.50%,336,390,37.38%,3,145.92999267578125
AAPL230224C00137000,2023-01-27 3:30PM EST,137.0,11.81,10.0,11.3,2.61,+28.37%,52,734,37.60%,3,145.92999267578125
AAPL230224C00138000,2023-01-27 3:47PM EST,138.0,10.8,9.95,10.45,2.25,+26.32%,155,1407,36.49%,3,145.92999267578125
AAPL230224C00139000,2023-01-27 2:45PM EST,139.0,9.91,8.25,10.85,1.77,+21.74%,305,412,44.24%,3,145.92999267578125
AAPL230224C00140000,2023-01-27 3:58PM EST,140.0,8.8,8.5,9.1,1.33,+17.80%,366,2949,36.41%,3,145.92999267578125
AAPL230224C00141000,2023-01-27 3:52PM EST,141.0,8.52,7.95,8.3,1.72,+25.29%,757,1877,35.25%,3,145.92999267578125
AAPL230224C00142000,2023-01-27 3:53PM EST,142.0,7.72,6.7,7.55,1.54,+24.92%,90,957,34.30%,3,145.92999267578125
AAPL230224C00143000,2023-01-27 3:54PM EST,143.0,7.06,6.55,7.0,1.43,+25.40%,111,1002,34.52%,3,145.92999267578125
AAPL230224C00144000,2023-01-27 3:46PM EST,144.0,6.55,5.95,6.3,1.4,+27.18%,307,561,33.57%,3,145.92999267578125
AAPL230224C00145000,2023-01-27 3:57PM EST,145.0,5.73,5.5,5.75,1.18,+25.93%,573,1361,33.41%,3,145.92999267578125
AAPL230224C00146000,2023-01-27 3:59PM EST,146.0,5.1,5.0,5.7,1.1,+27.50%,854,790,36.22%,3,145.92999267578125
AAPL230224C00147000,2023-01-27 3:57PM EST,147.0,4.61,4.45,4.6,1.06,+29.86%,726,573,32.20%,3,145.92999267578125
AAPL230224C00148000,2023-01-27 3:57PM EST,148.0,4.2,3.55,4.1,1.2,+40.00%,1309,2095,31.79%,3,145.92999267578125
AAPL230224C00149000,2023-01-27 3:30PM EST,149.0,4.0,3.1,3.65,1.26,+45.99%,162,453,31.48%,3,145.92999267578125
AAPL230224C00150000,2023-01-27 3:59PM EST,150.0,3.13,3.0,3.25,0.73,+30.42%,765,6770,31.31%,3,145.92999267578125
AAPL230224C00152500,2023-01-27 3:54PM EST,152.5,2.36,1.91,2.43,0.75,+46.58%,258,1014,31.20%,3,145.92999267578125
AAPL230224C00155000,2023-01-27 3:58PM EST,155.0,1.55,1.4,1.71,0.5,+47.62%,637,3175,30.57%,3,145.92999267578125
AAPL230224C00157500,2023-01-27 3:59PM EST,157.5,1.02,0.87,1.06,0.38,+59.38%,533,961,29.00%,3,145.92999267578125
AAPL230224C00160000,2023-01-27 3:59PM EST,160.0,0.67,0.65,0.7,0.26,+63.41%,455,1336,28.74%,3,145.92999267578125
AAPL230224C00162500,2023-01-27 3:57PM EST,162.5,0.45,0.42,0.45,0.19,+73.08%,110,409,28.52%,3,145.92999267578125
AAPL230224C00165000,2023-01-27 3:59PM EST,165.0,0.3,0.28,0.3,0.13,+76.47%,367,697,28.71%,3,145.92999267578125
AAPL230224C00170000,2023-01-27 3:59PM EST,170.0,0.14,0.01,0.14,0.05,+55.56%,198,525,29.54%,3,145.92999267578125
AAPL230224C00175000,2023-01-27 3:31PM EST,175.0,0.07,0.06,0.08,0.02,+40.00%,229,283,31.25%,3,145.92999267578125
AAPL230224C00180000,2023-01-27 3:42PM EST,180.0,0.05,0.03,0.05,0.01,+25.00%,143,113,33.20%,3,145.92999267578125
AAPL230224C00185000,2023-01-26 2:14PM EST,185.0,0.02,0.02,0.04,0.0,-,326,280,35.94%,3,145.92999267578125
AAPL230224C00190000,2023-01-27 3:20PM EST,190.0,0.03,0.01,0.04,0.0,-,155,131,39.45%,3,145.92999267578125
AAPL230224C00195000,2023-01-27 1:48PM EST,195.0,0.02,0.0,0.04,0.0,-,2,803,42.77%,3,145.92999267578125
AAPL230224C00205000,2023-01-27 12:52PM EST,205.0,0.01,0.0,0.03,-0.09,-90.00%,1,1,47.66%,3,145.92999267578125
AAPL230224C00210000,2023-01-25 9:45AM EST,210.0,0.02,0.0,0.02,0.0,-,121,123,48.44%,3,145.92999267578125
AAPL230224C00215000,2023-01-23 3:49PM EST,215.0,0.01,0.0,0.04,0.0,-,30,67,51.17%,3,145.92999267578125
AAPL230224C00220000,2023-01-27 2:58PM EST,220.0,0.01,0.0,0.04,-0.01,-50.00%,1,3,53.91%,3,145.92999267578125
AAPL230224C00250000,2023-01-27 3:19PM EST,250.0,0.01,0.0,0.01,0.0,-,6,3,60.94%,3,145.92999267578125
AAPL230303C00050000,2023-01-17 10:39AM EST,50.0,86.21,94.5,96.4,0.0,-,3,3,181.84%,4,145.92999267578125
AAPL230303C00115000,2023-01-23 3:19PM EST,115.0,26.49,31.0,31.8,0.0,-,7,33,56.79%,4,145.92999267578125
AAPL230303C00120000,2023-01-27 2:00PM EST,120.0,27.11,26.15,27.9,4.51,+19.96%,34,18,51.93%,4,145.92999267578125
AAPL230303C00121000,2023-01-19 12:01PM EST,121.0,15.75,24.2,26.95,0.0,-,-,6,60.88%,4,145.92999267578125
AAPL230303C00122000,2023-01-26 10:57AM EST,122.0,21.4,24.25,26.0,0.0,-,1,2,59.52%,4,145.92999267578125
AAPL230303C00123000,2023-01-20 3:06PM EST,123.0,16.15,23.3,25.1,0.0,-,1,1,58.64%,4,145.92999267578125
AAPL230303C00124000,2023-01-27 3:00PM EST,124.0,23.69,22.35,24.1,6.19,+35.37%,1,3,56.76%,4,145.92999267578125
AAPL230303C00125000,2023-01-27 12:14PM EST,125.0,22.24,20.45,23.15,6.15,+38.22%,15,30,55.36%,4,145.92999267578125
AAPL230303C00126000,2023-01-27 11:25AM EST,126.0,20.28,19.9,22.25,1.53,+8.16%,1,10,54.37%,4,145.92999267578125
AAPL230303C00128000,2023-01-26 9:58AM EST,128.0,16.6,18.65,20.5,0.0,-,4,6,52.71%,4,145.92999267578125
AAPL230303C00129000,2023-01-26 9:55AM EST,129.0,15.97,16.85,20.0,0.0,-,18,61,54.79%,4,145.92999267578125
AAPL230303C00130000,2023-01-27 1:32PM EST,130.0,17.69,15.95,17.6,3.89,+28.19%,2,111,41.13%,4,145.92999267578125
AAPL230303C00131000,2023-01-26 3:54PM EST,131.0,15.75,15.1,16.55,1.15,+7.88%,5,11,38.89%,4,145.92999267578125
AAPL230303C00132000,2023-01-27 9:45AM EST,132.0,14.35,15.2,15.85,3.1,+27.56%,1,9,39.67%,4,145.92999267578125
AAPL230303C00133000,2023-01-27 3:57PM EST,133.0,14.85,13.35,15.0,2.1,+16.47%,5,52,39.04%,4,145.92999267578125
AAPL230303C00134000,2023-01-27 1:16PM EST,134.0,14.08,12.25,14.0,1.93,+15.88%,3,222,37.15%,4,145.92999267578125
AAPL230303C00135000,2023-01-27 3:53PM EST,135.0,13.29,12.85,13.25,2.64,+24.79%,198,201,37.11%,4,145.92999267578125
AAPL230303C00136000,2023-01-27 3:35PM EST,136.0,13.2,10.9,12.35,2.65,+25.12%,453,1142,35.86%,4,145.92999267578125
AAPL230303C00137000,2023-01-27 2:41PM EST,137.0,12.1,11.25,11.85,2.55,+26.70%,28,211,37.31%,4,145.92999267578125
AAPL230303C00138000,2023-01-27 3:17PM EST,138.0,11.35,10.4,10.8,2.55,+28.98%,44,339,34.86%,4,145.92999267578125
AAPL230303C00139000,2023-01-27 12:07PM EST,139.0,10.17,9.75,10.2,2.13,+26.49%,15,564,35.30%,4,145.92999267578125
AAPL230303C00140000,2023-01-27 3:44PM EST,140.0,9.85,8.05,9.35,2.1,+27.10%,100,681,34.01%,4,145.92999267578125
AAPL230303C00141000,2023-01-27 3:36PM EST,141.0,9.39,7.5,8.8,2.13,+29.34%,29,426,34.46%,4,145.92999267578125
AAPL230303C00142000,2023-01-27 3:44PM EST,142.0,8.4,7.65,8.0,1.98,+30.84%,187,577,33.24%,4,145.92999267578125
AAPL230303C00143000,2023-01-27 3:58PM EST,143.0,7.3,7.1,7.4,1.25,+20.66%,80,361,33.08%,4,145.92999267578125
AAPL230303C00144000,2023-01-27 3:52PM EST,144.0,7.0,5.85,6.85,1.48,+26.81%,141,554,33.07%,4,145.92999267578125
AAPL230303C00145000,2023-01-27 3:59PM EST,145.0,6.06,5.95,6.2,1.06,+21.20%,817,3269,32.32%,4,145.92999267578125
AAPL230303C00146000,2023-01-27 3:59PM EST,146.0,5.52,4.85,6.2,1.07,+24.04%,879,270,35.10%,4,145.92999267578125
AAPL230303C00147000,2023-01-27 3:58PM EST,147.0,5.03,4.9,5.05,1.18,+30.65%,974,308,31.24%,4,145.92999267578125
AAPL230303C00148000,2023-01-27 3:45PM EST,148.0,4.8,4.4,4.55,1.48,+44.58%,170,611,30.87%,4,145.92999267578125
AAPL230303C00150000,2023-01-27 3:59PM EST,150.0,3.56,3.5,3.65,0.81,+29.45%,555,1205,30.23%,4,145.92999267578125
AAPL230303C00152500,2023-01-27 3:58PM EST,152.5,2.63,2.32,2.78,0.71,+36.98%,536,2725,29.99%,4,145.92999267578125
AAPL230303C00155000,2023-01-27 3:59PM EST,155.0,1.87,1.54,1.94,0.54,+40.60%,1011,678,28.85%,4,145.92999267578125
AAPL230303C00157500,2023-01-27 3:50PM EST,157.5,1.4,0.97,1.45,0.5,+55.56%,506,567,29.05%,4,145.92999267578125
AAPL230303C00160000,2023-01-27 3:57PM EST,160.0,0.91,0.78,1.0,0.32,+54.24%,1803,634,28.59%,4,145.92999267578125
AAPL230303C00162500,2023-01-27 3:58PM EST,162.5,0.6,0.34,0.61,0.25,+71.43%,226,117,27.47%,4,145.92999267578125
AAPL230303C00165000,2023-01-27 3:49PM EST,165.0,0.44,0.23,0.41,0.21,+91.30%,211,480,27.44%,4,145.92999267578125
AAPL230303C00170000,2023-01-27 3:53PM EST,170.0,0.2,0.12,0.2,0.09,+81.82%,121,200,28.03%,4,145.92999267578125
AAPL230303C00175000,2023-01-27 3:19PM EST,175.0,0.11,0.1,0.11,0.04,+57.14%,313,345,29.25%,4,145.92999267578125
AAPL230303C00180000,2023-01-27 3:43PM EST,180.0,0.07,0.02,0.09,0.02,+40.00%,102,288,32.03%,4,145.92999267578125
AAPL230303C00190000,2023-01-25 11:48AM EST,190.0,0.03,0.0,0.04,0.0,-,75,6,35.16%,4,145.92999267578125
AAPL230303C00210000,2023-01-25 9:47AM EST,210.0,0.02,0.0,0.03,0.0,-,48,49,44.92%,4,145.92999267578125
AAPL230303C00235000,2023-01-20 9:30AM EST,235.0,0.03,0.0,1.76,0.0,-,10,10,90.63%,4,145.92999267578125
AAPL230317C00040000,2023-01-20 10:10AM EST,40.0,94.88,104.95,107.05,0.0,-,1,2,141.02%,5,145.92999267578125
AAPL230317C00060000,2023-01-24 1:43PM EST,60.0,86.45,85.1,87.05,3.2,+3.84%,2,2476,108.01%,5,145.92999267578125
AAPL230317C00065000,2023-01-24 3:07PM EST,65.0,77.46,80.1,82.7,0.0,-,7,1103,118.16%,5,145.92999267578125
AAPL230317C00070000,2023-01-27 2:23PM EST,70.0,77.0,75.15,77.2,6.45,+9.14%,74,3570,97.56%,5,145.92999267578125
AAPL230317C00075000,2023-01-27 2:25PM EST,75.0,72.05,70.25,72.15,4.49,+6.65%,4,771,90.63%,5,145.92999267578125
AAPL230317C00080000,2023-01-27 2:49PM EST,80.0,67.2,65.4,67.2,3.15,+4.92%,75,1817,87.01%,5,145.92999267578125
AAPL230317C00085000,2023-01-27 2:29PM EST,85.0,62.15,60.3,62.25,3.95,+6.79%,4,545,78.32%,5,145.92999267578125
AAPL230317C00090000,2023-01-26 2:54PM EST,90.0,53.7,55.4,57.3,0.0,-,35,2971,73.49%,5,145.92999267578125
AAPL230317C00095000,2023-01-27 3:56PM EST,95.0,51.63,50.4,52.35,3.59,+7.47%,103,641,67.09%,5,145.92999267578125
AAPL230317C00100000,2023-01-27 3:37PM EST,100.0,47.57,45.2,47.55,3.29,+7.43%,292,5213,60.16%,5,145.92999267578125
AAPL230317C00105000,2023-01-27 11:54AM EST,105.0,41.75,40.3,42.75,4.49,+12.05%,2,1289,56.81%,5,145.92999267578125
AAPL230317C00110000,2023-01-27 3:08PM EST,110.0,37.64,36.3,37.3,3.11,+9.01%,29,2103,54.69%,5,145.92999267578125
AAPL230317C00115000,2023-01-27 1:18PM EST,115.0,32.0,30.85,32.65,1.95,+6.49%,222,1942,57.72%,5,145.92999267578125
AAPL230317C00120000,2023-01-27 3:37PM EST,120.0,27.45,26.15,27.25,2.59,+10.42%,4766,13028,46.13%,5,145.92999267578125
AAPL230317C00125000,2023-01-27 3:58PM EST,125.0,22.53,21.55,22.6,1.92,+9.32%,112,25370,42.09%,5,145.92999267578125
AAPL230317C00130000,2023-01-27 3:58PM EST,130.0,18.09,17.2,18.1,1.79,+10.98%,482,59426,38.31%,5,145.92999267578125
AAPL230317C00135000,2023-01-27 3:57PM EST,135.0,14.09,13.15,14.0,1.91,+15.68%,1809,16203,35.78%,5,145.92999267578125
AAPL230317C00140000,2023-01-27 3:56PM EST,140.0,10.19,9.7,10.6,1.29,+14.49%,1588,30753,35.08%,5,145.92999267578125
AAPL230317C00145000,2023-01-27 3:59PM EST,145.0,7.06,7.0,7.1,1.15,+19.46%,22428,24031,31.49%,5,145.92999267578125
AAPL230317C00150000,2023-01-27 3:59PM EST,150.0,4.5,4.45,4.55,0.95,+26.76%,11581,69241,29.81%,5,145.92999267578125
AAPL230317C00155000,2023-01-27 3:59PM EST,155.0,2.6,2.54,2.75,0.66,+34.02%,3776,27882,28.82%,5,145.92999267578125
AAPL230317C00160000,2023-01-27 3:59PM EST,160.0,1.39,1.24,1.42,0.44,+46.32%,4586,25070,27.17%,5,145.92999267578125
AAPL230317C00165000,2023-01-27 3:58PM EST,165.0,0.7,0.69,0.72,0.26,+59.09%,2478,21284,26.59%,5,145.92999267578125
AAPL230317C00170000,2023-01-27 3:57PM EST,170.0,0.37,0.34,0.36,0.16,+76.19%,1982,23758,26.49%,5,145.92999267578125
AAPL230317C00175000,2023-01-27 3:55PM EST,175.0,0.2,0.1,0.2,0.1,+100.00%,766,14360,27.15%,5,145.92999267578125
AAPL230317C00180000,2023-01-27 3:56PM EST,180.0,0.12,0.11,0.12,0.06,+100.00%,534,14847,28.13%,5,145.92999267578125
AAPL230317C00185000,2023-01-27 3:51PM EST,185.0,0.07,0.07,0.08,0.02,+40.00%,218,12407,29.40%,5,145.92999267578125
AAPL230317C00190000,2023-01-27 3:27PM EST,190.0,0.05,0.04,0.06,0.01,+25.00%,541,20337,31.06%,5,145.92999267578125
AAPL230317C00195000,2023-01-27 3:33PM EST,195.0,0.05,0.02,0.05,0.02,+66.67%,22,7868,32.91%,5,145.92999267578125
AAPL230317C00200000,2023-01-27 3:53PM EST,200.0,0.02,0.02,0.04,-0.01,-33.33%,429,31060,34.38%,5,145.92999267578125
AAPL230317C00205000,2023-01-27 3:17PM EST,205.0,0.03,0.01,0.05,0.0,-,118,802,37.70%,5,145.92999267578125
AAPL230317C00210000,2023-01-27 2:44PM EST,210.0,0.02,0.01,0.03,0.01,+100.00%,39,12404,37.89%,5,145.92999267578125
AAPL230317C00220000,2023-01-27 3:48PM EST,220.0,0.01,0.01,0.02,0.0,-,1,5424,40.63%,5,145.92999267578125
AAPL230317C00230000,2023-01-24 2:13PM EST,230.0,0.01,0.0,0.03,0.0,-,1,4084,46.09%,5,145.92999267578125
AAPL230317C00240000,2023-01-23 3:31PM EST,240.0,0.01,0.0,0.01,0.0,-,3,1438,45.31%,5,145.92999267578125
AAPL230317C00250000,2023-01-27 11:34AM EST,250.0,0.01,0.0,0.01,0.0,-,12,4024,48.44%,5,145.92999267578125
AAPL230317C00260000,2023-01-20 3:17PM EST,260.0,0.01,0.0,0.01,0.0,-,2,2976,51.56%,5,145.92999267578125
AAPL230317C00270000,2023-01-03 2:02PM EST,270.0,0.01,0.0,0.01,0.0,-,1,1921,51.56%,5,145.92999267578125
AAPL230317C00280000,2023-01-09 12:00PM EST,280.0,0.01,0.0,0.01,0.0,-,340,1771,54.69%,5,145.92999267578125
AAPL230317C00290000,2023-01-10 9:35AM EST,290.0,0.01,0.0,0.01,0.0,-,5,976,56.25%,5,145.92999267578125
AAPL230317C00300000,2023-01-27 1:54PM EST,300.0,0.01,0.0,0.01,0.0,-,41,6610,59.38%,5,145.92999267578125
AAPL230421C00050000,2023-01-24 9:41AM EST,50.0,91.78,95.2,97.25,0.0,-,2,801,108.01%,6,145.92999267578125
AAPL230421C00060000,2022-12-27 10:00AM EST,60.0,70.0,83.4,85.35,0.0,-,1,51,0.00%,6,145.92999267578125
AAPL230421C00065000,2023-01-24 2:17PM EST,65.0,77.9,80.4,82.45,0.0,-,1,3,90.67%,6,145.92999267578125
AAPL230421C00070000,2023-01-09 11:47AM EST,70.0,63.79,75.5,77.55,0.0,-,5,146,85.94%,6,145.92999267578125
AAPL230421C00075000,2023-01-23 2:11PM EST,75.0,67.35,70.55,72.6,0.0,-,1,88,79.98%,6,145.92999267578125
AAPL230421C00080000,2023-01-20 12:01PM EST,80.0,56.3,65.65,67.7,0.0,-,14,91,75.24%,6,145.92999267578125
AAPL230421C00085000,2023-01-27 2:29PM EST,85.0,62.6,60.75,62.7,3.9,+6.64%,1,608,69.58%,6,145.92999267578125
AAPL230421C00090000,2023-01-27 3:05PM EST,90.0,57.75,55.85,57.85,3.95,+7.34%,15,133,65.28%,6,145.92999267578125
AAPL230421C00095000,2023-01-27 1:18PM EST,95.0,52.05,50.95,53.0,3.3,+6.77%,1,98,60.86%,6,145.92999267578125
AAPL230421C00100000,2023-01-26 3:36PM EST,100.0,44.7,46.1,48.1,0.0,-,36,335,56.37%,6,145.92999267578125
AAPL230421C00105000,2023-01-27 11:52AM EST,105.0,42.37,41.25,43.3,2.75,+6.94%,2,264,52.32%,6,145.92999267578125
AAPL230421C00110000,2023-01-27 3:44PM EST,110.0,38.4,36.5,38.45,4.0,+11.63%,1,525,56.10%,6,145.92999267578125
AAPL230421C00115000,2023-01-27 3:07PM EST,115.0,33.79,31.8,33.7,4.34,+14.74%,2,276,51.34%,6,145.92999267578125
AAPL230421C00120000,2023-01-27 3:26PM EST,120.0,28.93,27.3,28.4,3.25,+12.66%,16,1260,43.07%,6,145.92999267578125
AAPL230421C00125000,2023-01-27 3:56PM EST,125.0,24.0,22.55,24.0,2.25,+10.34%,67,2995,40.23%,6,145.92999267578125
AAPL230421C00130000,2023-01-27 3:59PM EST,130.0,19.6,18.55,19.8,1.8,+10.11%,80,9383,37.62%,6,145.92999267578125
AAPL230421C00135000,2023-01-27 3:59PM EST,135.0,15.7,14.8,15.8,1.6,+11.35%,758,8768,34.99%,6,145.92999267578125
AAPL230421C00140000,2023-01-27 3:58PM EST,140.0,12.2,12.0,12.75,1.5,+14.02%,479,9107,34.94%,6,145.92999267578125
AAPL230421C00145000,2023-01-27 3:59PM EST,145.0,9.0,8.6,9.1,1.25,+16.13%,1745,11064,31.20%,6,145.92999267578125
AAPL230421C00150000,2023-01-27 3:59PM EST,150.0,6.35,6.25,6.4,1.1,+20.95%,2658,17426,29.42%,6,145.92999267578125
AAPL230421C00155000,2023-01-27 3:59PM EST,155.0,4.23,4.15,4.45,0.93,+28.18%,2131,25567,28.67%,6,145.92999267578125
AAPL230421C00160000,2023-01-27 3:59PM EST,160.0,2.64,2.45,2.83,0.68,+34.69%,12226,15599,27.41%,6,145.92999267578125
AAPL230421C00165000,2023-01-27 3:57PM EST,165.0,1.6,1.44,1.61,0.51,+46.79%,1712,10605,25.89%,6,145.92999267578125
AAPL230421C00170000,2023-01-27 3:59PM EST,170.0,0.9,0.56,0.92,0.33,+57.89%,2446,7404,25.22%,6,145.92999267578125
AAPL230421C00175000,2023-01-27 3:58PM EST,175.0,0.51,0.45,0.57,0.19,+59.38%,923,5018,25.44%,6,145.92999267578125
AAPL230421C00180000,2023-01-27 3:56PM EST,180.0,0.31,0.3,0.31,0.12,+63.16%,685,6307,25.10%,6,145.92999267578125
AAPL230421C00185000,2023-01-27 3:52PM EST,185.0,0.18,0.17,0.19,0.08,+80.00%,1241,2809,25.44%,6,145.92999267578125
AAPL230421C00190000,2023-01-27 3:34PM EST,190.0,0.14,0.02,0.13,0.06,+75.00%,547,2453,26.17%,6,145.92999267578125
AAPL230421C00195000,2023-01-27 3:34PM EST,195.0,0.1,0.07,0.09,0.05,+100.00%,924,2572,26.95%,6,145.92999267578125
AAPL230421C00200000,2023-01-27 2:57PM EST,200.0,0.07,0.05,0.07,0.01,+16.67%,171,2712,28.03%,6,145.92999267578125
AAPL230421C00205000,2023-01-27 12:50PM EST,205.0,0.05,0.02,0.09,0.02,+66.67%,25,1525,30.86%,6,145.92999267578125
AAPL230421C00210000,2023-01-27 1:32PM EST,210.0,0.05,0.02,0.07,0.02,+66.67%,481,827,31.64%,6,145.92999267578125
AAPL230421C00215000,2023-01-23 10:05AM EST,215.0,0.01,0.01,0.06,0.0,-,4,572,32.81%,6,145.92999267578125
AAPL230421C00220000,2023-01-27 1:16PM EST,220.0,0.01,0.01,0.05,-0.03,-75.00%,8,808,33.79%,6,145.92999267578125
AAPL230421C00225000,2023-01-25 10:20AM EST,225.0,0.01,0.0,0.04,0.0,-,1,1176,34.57%,6,145.92999267578125
AAPL230421C00230000,2023-01-04 9:30AM EST,230.0,0.01,0.0,0.04,0.0,-,2,695,36.13%,6,145.92999267578125
AAPL230421C00235000,2022-12-29 9:46AM EST,235.0,0.03,0.0,0.04,0.0,-,2,1354,37.50%,6,145.92999267578125
AAPL230421C00240000,2022-12-27 3:32PM EST,240.0,0.03,0.0,0.11,0.0,-,1,429,43.75%,6,145.92999267578125
AAPL230421C00245000,2023-01-26 11:40AM EST,245.0,0.01,0.0,0.04,0.0,-,1,671,40.43%,6,145.92999267578125
AAPL230421C00250000,2023-01-10 9:30AM EST,250.0,0.04,0.0,0.07,0.0,-,2,409,44.34%,6,145.92999267578125
AAPL230421C00255000,2023-01-23 11:55AM EST,255.0,0.02,0.0,0.07,0.0,-,2,448,45.70%,6,145.92999267578125
AAPL230421C00260000,2023-01-11 9:30AM EST,260.0,0.02,0.0,0.07,0.0,-,5,2061,47.07%,6,145.92999267578125
AAPL230421C00265000,2022-12-30 12:50PM EST,265.0,0.01,0.0,0.07,0.0,-,96,257,48.44%,6,145.92999267578125
AAPL230421C00270000,2022-12-30 12:51PM EST,270.0,0.01,0.0,0.07,0.0,-,110,530,49.81%,6,145.92999267578125
AAPL230421C00275000,2023-01-25 10:40AM EST,275.0,0.02,0.0,0.07,0.0,-,5,408,50.98%,6,145.92999267578125
AAPL230421C00280000,2023-01-03 2:05PM EST,280.0,0.02,0.0,0.06,0.0,-,9,532,51.37%,6,145.92999267578125
AAPL230421C00290000,2023-01-03 2:05PM EST,290.0,0.01,0.0,0.09,0.0,-,2,735,52.34%,6,145.92999267578125
AAPL230421C00300000,2023-01-12 12:52PM EST,300.0,0.01,0.0,0.01,0.0,-,4,1624,47.66%,6,145.92999267578125
AAPL230519C00060000,2023-01-23 10:48AM EST,60.0,82.0,85.65,87.4,0.0,-,1,2697,88.23%,7,145.92999267578125
AAPL230519C00065000,2023-01-09 9:31AM EST,65.0,67.15,80.8,82.45,0.0,-,2,2758,83.35%,7,145.92999267578125
AAPL230519C00070000,2023-01-25 1:28PM EST,70.0,71.8,75.85,77.55,0.0,-,3,2083,78.03%,7,145.92999267578125
AAPL230519C00075000,2023-01-20 11:36AM EST,75.0,61.43,70.95,72.65,0.0,-,1,1012,73.34%,7,145.92999267578125
AAPL230519C00080000,2023-01-24 3:17PM EST,80.0,63.31,66.05,67.75,0.0,-,1,1392,68.68%,7,145.92999267578125
AAPL230519C00085000,2023-01-17 11:43AM EST,85.0,52.5,61.2,62.9,0.0,-,2,2485,64.77%,7,145.92999267578125
AAPL230519C00090000,2023-01-09 10:47AM EST,90.0,45.2,56.35,58.0,0.0,-,2,8604,60.45%,7,145.92999267578125
AAPL230519C00095000,2023-01-27 1:02PM EST,95.0,52.55,51.6,53.15,3.15,+6.38%,5,1449,56.91%,7,145.92999267578125
AAPL230519C00100000,2023-01-27 11:55AM EST,100.0,47.71,46.7,48.4,5.06,+11.86%,10,2060,52.98%,7,145.92999267578125
AAPL230519C00105000,2023-01-25 3:52PM EST,105.0,38.67,42.1,43.7,0.0,-,1,716,50.31%,7,145.92999267578125
AAPL230519C00110000,2023-01-26 2:21PM EST,110.0,36.0,37.2,39.15,0.0,-,21,1464,52.75%,7,145.92999267578125
AAPL230519C00115000,2023-01-27 3:10PM EST,115.0,34.69,32.6,34.65,3.37,+10.76%,7,1189,49.52%,7,145.92999267578125
AAPL230519C00120000,2023-01-27 1:24PM EST,120.0,29.55,29.0,29.35,2.51,+9.28%,6,1116,42.14%,7,145.92999267578125
AAPL230519C00125000,2023-01-27 3:20PM EST,125.0,25.75,23.75,25.1,2.75,+11.96%,10,1914,39.73%,7,145.92999267578125
AAPL230519C00130000,2023-01-27 3:53PM EST,130.0,21.3,19.85,21.15,2.13,+11.11%,30,5822,37.88%,7,145.92999267578125
AAPL230519C00135000,2023-01-27 3:56PM EST,135.0,17.35,17.05,17.35,1.75,+11.22%,257,10373,35.77%,7,145.92999267578125
AAPL230519C00140000,2023-01-27 3:59PM EST,140.0,13.76,11.7,14.85,1.46,+11.87%,206,7236,37.09%,7,145.92999267578125
AAPL230519C00145000,2023-01-27 3:58PM EST,145.0,10.76,9.85,10.9,1.56,+16.96%,1034,10069,32.62%,7,145.92999267578125
AAPL230519C00150000,2023-01-27 3:59PM EST,150.0,8.02,8.0,8.15,1.12,+16.23%,1721,9627,30.92%,7,145.92999267578125
AAPL230519C00155000,2023-01-27 3:55PM EST,155.0,5.9,5.75,5.9,1.12,+23.43%,589,6533,29.56%,7,145.92999267578125
AAPL230519C00160000,2023-01-27 3:57PM EST,160.0,4.14,4.0,4.15,0.93,+28.97%,1060,6405,28.53%,7,145.92999267578125
AAPL230519C00165000,2023-01-27 3:58PM EST,165.0,2.75,2.71,2.79,0.72,+35.47%,41045,3956,27.56%,7,145.92999267578125
AAPL230519C00170000,2023-01-27 3:55PM EST,170.0,1.85,1.77,1.82,0.62,+50.41%,1537,2975,26.81%,7,145.92999267578125
AAPL230519C00175000,2023-01-27 3:58PM EST,175.0,1.14,1.11,1.23,0.37,+48.05%,910,1872,26.70%,7,145.92999267578125
AAPL230519C00180000,2023-01-27 3:51PM EST,180.0,0.75,0.7,0.79,0.3,+66.67%,542,2598,26.42%,7,145.92999267578125
AAPL230519C00185000,2023-01-27 3:53PM EST,185.0,0.47,0.42,0.47,0.17,+56.67%,200,948,25.88%,7,145.92999267578125
AAPL230519C00190000,2023-01-27 3:19PM EST,190.0,0.31,0.15,0.31,0.11,+55.00%,53,1660,26.05%,7,145.92999267578125
AAPL230519C00195000,2023-01-27 2:01PM EST,195.0,0.21,0.11,0.21,0.08,+61.54%,1,1002,26.32%,7,145.92999267578125
